Match	LatinskNavn_id	name	Classification	Trophy	Kingdom	Supergroup	Division	Class	Order	Family	Genus	Species	Classification_1
Heterocapsa	118422	Heterocapsa_(Slekt)	Dinoflagellata	Mixotroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa (Slekt)	Dinoflagellata
Heterocapsa	-1038	Heterocapsa_11x17-19_µm	Dinoflagellata	Mixotroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa 11x17-19 µm	Dinoflagellata
Heterocapsa	-874	Heterocapsa_14-15x20_µm	Dinoflagellata	Mixotroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa 14-15x20 µm	Dinoflagellata
Heterocapsa	-875	Heterocapsa_15x23_µm	Dinoflagellata	Mixotroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa 15x23 µm	Dinoflagellata
Heterocapsa	-876	Heterocapsa_17-21x25-28_µm	Dinoflagellata	Mixotroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa 17-21x25-28 µm	Dinoflagellata
Heterocapsa	-653	Heterocapsa_5-7x10-12_µm	Dinoflagellata	Mixotroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa 5-7x10-12 µm	Dinoflagellata
Heterocapsa	-654	Heterocapsa_7-10x12-15_µm	Dinoflagellata	Mixotroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa 7-10x12-15 µm	Dinoflagellata
Heterocapsa	147819	Heterocapsa_niei	Dinoflagellata	Mixotroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa niei	Dinoflagellata
Heterocapsa_rotundata	118423	Heterocapsa_rotundata	Dinoflagellata	Mixotroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa rotundata	Dinoflagellata
Heterocapsa_triquetra	118424	Heterocapsa_triquetra	Dinoflagellata	Mixotroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa triquetra	Dinoflagellata
Heterosigma	117245	Heterosigma_(Slekt)	Ochrophyta	Mixotroph	Eukaryota	Stramenopiles	Ochrophyta	Raphidophyceae	Raphidophyceae_X	Raphidophyceae_XX	Heterosigma	Heterosigma (Slekt)	Ochrophyta
Heterosigma	-1039	Heterosigma_12-18_µm	Ochrophyta	Mixotroph	Eukaryota	Stramenopiles	Ochrophyta	Raphidophyceae	Raphidophyceae_X	Raphidophyceae_XX	Heterosigma	Heterosigma 12-18 µm	Ochrophyta
Heterosigma_akashiwo	117246	Heterosigma_akashiwo	Ochrophyta	Mixotroph	Eukaryota	Stramenopiles	Ochrophyta	Raphidophyceae	Raphidophyceae_X	Raphidophyceae_XX	Heterosigma	Heterosigma akashiwo	Ochrophyta
Karenia	-877	Karenia_19-31x24-35_µm	Dinoflagellata	Mixotroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Kareniaceae	Karenia	Karenia 19-31x24-35 µm	Dinoflagellata
Karenia	118344	Karenia_mikimotoi	Dinoflagellata	Mixotroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Kareniaceae	Karenia	Karenia mikimotoi	Dinoflagellata
Karlodinium	-878	Karlodinium_13-20x10-15_µm	Dinoflagellata	Dinoflagellate	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Kareniaceae	Karlodinium	Karlodinium 13-20x10-15 µm	Dinoflagellata
Karlodinium	147789	Karlodinium_micrum	Dinoflagellata	Dinoflagellate	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Kareniaceae	Karlodinium	Karlodinium micrum	Dinoflagellata
Karlodinium_veneficum	118346	Karlodinium_veneficum	Dinoflagellata	Mixotroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Kareniaceae	Karlodinium	Karlodinium veneficum	Dinoflagellata
Katablepharis	117281	Katablepharis_(Slekt)	"NA"	"NA"	Eukaryota	Hacrobia	Katablepharidophyta	Katablepharidaceae	Katablepharidales	Katablepharidales_X	Katablepharis	Katablepharis (Slekt)	NA
Katablepharis	117282	Katablepharis_ovalis	"NA"	"NA"	Eukaryota	Hacrobia	Katablepharidophyta	Katablepharidaceae	Katablepharidales	Katablepharidales_X	Katablepharis	Katablepharis ovalis	NA
Katablepharis	147725	Katablepharis_remigera	"NA"	"NA"	Eukaryota	Hacrobia	Katablepharidophyta	Katablepharidaceae	Katablepharidales	Katablepharidales_X	Katablepharis	Katablepharis remigera	NA
Katodinium	118347	Katodinium_(Slekt)	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	Katodinium (Slekt)	NA
Katodinium	-655	Katodinium_14x33_µm	Dinoflagellata	"NA"	"NA"	"NA"	"NA"	Dinophyceae	NA	"NA"	"NA"	Katodinium 14x33 µm	Dinoflagellata
Katodinium	-879	Katodinium_15x36_µm	Dinoflagellata	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Katodinium 15x36 µm	Dinoflagellata
Katodinium	-1056	Katodinium_20x50_µm	Dinoflagellata	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Katodinium 20x50 µm	Dinoflagellata
Katodinium	118349	Katodinium_glaucum	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Katodinium glaucum	NA
Kephyrion	117338	Kephyrion_(Slekt)	"NA"	"NA"	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-C	Kephyrion	Kephyrion (Slekt)	NA
Kofoidinium	118369	Kofoidinium_velelloides	"NA"	"NA"	Eukaryota	Alveolata	Dinoflagellata	Noctilucophyceae	Noctilucales	Kofoidiniaceae	Kofoidinium	Kofoidinium velelloides	NA
Koliella	118060	Koliella_(Slekt)	"NA"	"NA"	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Prasiolales	Prasiolales_X	Koliella	Koliella (Slekt)	NA
Laboea_strobila	149910	Laboea_strobila	Ciliophora	Mixotroph	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Tontoniidae_A	Laboea	Laboea strobila	Ciliophora
Lagerheimia	117865	Lagerheimia_ciliata	"NA"	"NA"	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellales_X	Lagerheimia	Lagerheimia ciliata	NA
Lauderia	117542	Lauderia_annulata	"NA"	"NA"	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Lauderia	Lauderia annulata	Diatoms
Lennoxia	150082	Lennoxia_faveolata	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Lennoxia faveolata	NA
Leprotintinnus	147869	Leprotintinnus_pellucidus	"NA"	"NA"	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Tintinnida	Tintinnidiidae	Leprotintinnus	Leprotintinnus pellucidus	NA
Leptocylindrus	117480	Leptocylindrus_(Slekt)	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Radial-centric-basal-Coscinodiscophyceae	Leptocylindrus	Leptocylindrus (Slekt)	Diatoms
Leptocylindrus	-880	Leptocylindrus_2-4x90-110_µm	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Radial-centric-basal-Coscinodiscophyceae	Leptocylindrus	Leptocylindrus 2-4x90-110 µm	Diatoms
Leptocylindrus	-881	Leptocylindrus_8-12x90-110_µm	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Radial-centric-basal-Coscinodiscophyceae	Leptocylindrus	Leptocylindrus 8-12x90-110 µm	Diatoms
Leptocylindrus	117481	Leptocylindrus_danicus	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Radial-centric-basal-Coscinodiscophyceae	Leptocylindrus	Leptocylindrus danicus	Diatoms
Leptocylindrus	117482	Leptocylindrus_mediterraneus	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Radial-centric-basal-Coscinodiscophyceae	Leptocylindrus	Leptocylindrus mediterraneus	Diatoms
Leptocylindrus_minimus	117483	Leptocylindrus_minimus	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Radial-centric-basal-Coscinodiscophyceae	Leptocylindrus	Leptocylindrus minimus	Diatoms
Lessardia	118427	Lessardia_elongata	"NA"	"NA"	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Podolampadaceae	Lessardia	Lessardia elongata	NA
Leucocryptos	116945	Leucocryptos_marina	"NA"	"NA"	Eukaryota	Hacrobia	Katablepharidophyta	Katablepharidaceae	Katablepharidales	Katablepharidales_X	Leucocryptos	Leucocryptos marina	NA
Licmophora	147622	Licmophora_(Slekt)	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	Licmophora	Licmophora (Slekt)	Diatoms
Licmophora	-656	Licmophora_13-17x25-35_µm	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	Licmophora	Licmophora 13-17x25-35 µm	Diatoms
Licmophora	-657	Licmophora_42-48x55-65_µm	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	Licmophora	Licmophora 42-48x55-65 µm	Diatoms
Licmophora	-882	Licmophora_6-8x17-23_µm	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	Licmophora	Licmophora 6-8x17-23 µm	Diatoms
Licmophora	-658	Licmophora_8-12x20-30_µm	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	Licmophora	Licmophora 8-12x20-30 µm	Diatoms
Licmophora_abbreviata	150437	Licmophora_abbreviata	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	Licmophora	Licmophora abbreviata	Diatoms
Licmophora_gracilis	150441	Licmophora_gracilis	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	Licmophora	Licmophora gracilis	Diatoms
Licmophora_gracilis	150839	Licmophora_gracilis_gracilis_(Varietet)	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	Licmophora	Licmophora gracilis gracilis (Varietet)	Diatoms
Lingulodinium	118416	Lingulodinium_polyedrum	"NA"	"NA"	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Lingulodinium	Lingulodinium polyedrum	NA
Lithodesmium	117490	Lithodesmium_undulatum	"NA"	"NA"	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Lithodesmium	Lithodesmium undulatum	Diatoms
Lohmanniella	147878	Lohmanniella_oviformis	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Lohmanniella oviformis	NA
Mallomonas	117259	Mallomonas_(Slekt)	"NA"	"NA"	Eukaryota	Stramenopiles	Ochrophyta	Synurophyceae	Synurales	Synurales_X	Mallomonas	Mallomonas (Slekt)	NA
Mallomonas	117264	Mallomonas_caudata	"NA"	"NA"	Eukaryota	Stramenopiles	Ochrophyta	Synurophyceae	Synurales	Synurales_X	Mallomonas	Mallomonas caudata	NA
Mastogloiales	1147	Mastogloiales_(Orden)	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Mastogloiales (Orden)	NA
Melosira	117496	Melosira_(Slekt)	"NA"	"NA"	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Radial-centric-basal-Coscinodiscophyceae	Melosira	Melosira (Slekt)	Diatoms
Melosira	-977	Melosira_8-10x15-20_µm	Ochrophyta	"NA"	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Radial-centric-basal-Coscinodiscophyceae	Melosira	Melosira 8-10x15-20 µm	Diatoms
Melosira	117497	Melosira_arctica	"NA"	"NA"	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Radial-centric-basal-Coscinodiscophyceae	Melosira	Melosira arctica	Diatoms
Melosira	117501	Melosira_moniliformis	"NA"	"NA"	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Radial-centric-basal-Coscinodiscophyceae	Melosira	Melosira moniliformis	Diatoms
Melosira	117502	Melosira_nummuloides	"NA"	"NA"	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Radial-centric-basal-Coscinodiscophyceae	Melosira	Melosira nummuloides	Diatoms
Melosira	117503	Melosira_varians	"NA"	"NA"	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Radial-centric-basal-Coscinodiscophyceae	Melosira	Melosira varians	Diatoms
Meringosphaera	117710	Meringosphaera_mediterranea	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Meringosphaera mediterranea	NA
Merismopedia	105826	Merismopedia_(Slekt)	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Merismopedia (Slekt)	NA
Merismopedia	-659	Merismopedia_<0.5_µm	Cyanophyceae	"NA"	"NA"	"NA"	"NA"	Cyanophyceae	NA	"NA"	"NA"	Merismopedia <0.5 µm	Cyanophyceae
Mesodinium	147879	Mesodinium_rubrum	"NA"	"NA"	Eukaryota	Alveolata	Ciliophora	Ciliophora_X	Ciliophora_XX	Ciliophora_XXX	Mesodinium	Mesodinium rubrum	NA
Mesoporos	118531	Mesoporos_perforatus	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Mesoporos perforatus	NA
Micracanthodinium	118398	Micracanthodinium_claytonii	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Micracanthodinium claytonii	NA
Micromonas_pusilla	118095	Micromonas_pusilla	Chlorophyta	Mixotroph	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	Chlorophyta
Monader	-272	Monader_(>_20_µm)	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Monader (> 20 µm)	NA
Monader	-149	Monader_(0_-_5_µm)	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Monader (0 - 5 µm)	NA
Monader	-151	Monader_(10_-_20_µm)	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Monader (10 - 20 µm)	NA
Monader	-150	Monader_(5_-_10_µm)	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Monader (5 - 10 µm)	NA
Monoraphidium	-883	Monoraphidium_1x50-60_µm	Chlorophyta	"NA"	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Monoraphidium	Monoraphidium 1x50-60 µm	Chlorophyta
Monoraphidium	117961	Monoraphidium_contortum	"NA"	"NA"	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Monoraphidium	Monoraphidium contortum	NA
Monoraphidium	117964	Monoraphidium_griffithii	"NA"	"NA"	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Monoraphidium	Monoraphidium griffithii	NA
Monoraphidium	117966	Monoraphidium_komarkovae	"NA"	"NA"	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Monoraphidium	Monoraphidium komarkovae	NA
Monosiga	-884	Monosiga_3-4x6-8_µm	Choanoflagellida	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Monosiga 3-4x6-8 µm	Choanoflagellida
Nanoplankton	-145	Nanoplankton_(2_-_20_µm)	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Nanoplankton (2 - 20 µm)	NA
Navicula	117792	Navicula_(Slekt)	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Navicula	Navicula (Slekt)	Diatoms
Navicula	-660	Navicula_14-16x50-70_µm	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Navicula	Navicula 14-16x50-70 µm	Diatoms
Navicula	-887	Navicula_18-22x70-90_µm	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Navicula	Navicula 18-22x70-90 µm	Diatoms
Navicula	-888	Navicula_4-6x20-30_µm	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Navicula	Navicula 4-6x20-30 µm	Diatoms
Navicula	-661	Navicula_7-8x30-40_µm	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Navicula	Navicula 7-8x30-40 µm	Diatoms
Navicula	-662	Navicula_9-11x30-40_µm	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Navicula	Navicula 9-11x30-40 µm	Diatoms
Navicula	117796	Navicula_pelagica	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Navicula	Navicula pelagica	Diatoms
Navicula	117799	Navicula_transitans	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Navicula	Navicula transitans	Diatoms
Navicula	150699	Navicula_transitans_delicatula_(Form)	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Navicula	Navicula transitans delicatula (Form)	Diatoms
Navicula	151036	Navicula_transitans_transitans_(Varietet)	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Navicula	Navicula transitans transitans (Varietet)	Diatoms
Navicula	117800	Navicula_vanhoeffenii	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Navicula	Navicula vanhoeffenii	Diatoms
Naviculaceae	117789	Naviculaceae_(Familie)	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Naviculaceae (Familie)	NA
Nematodinium	118360	Nematodinium_armatum	"NA"	"NA"	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Warnowiaceae	Nematodinium	Nematodinium armatum	NA
Nematopsides	118362	Nematopsides_vigilans	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Nematopsides vigilans	NA
Neocalyptrella	117526	Neocalyptrella_robusta	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Neocalyptrella robusta	NA
Nephroselmis	118063	Nephroselmis_(Slekt)	Chlorophyta	Mixotroph	Eukaryota	Archaeplastida	Chlorophyta	Nephroselmidophyceae	Nephroselmidales	Nephroselmidales_X	Nephroselmis	Nephroselmis (Slekt)	Chlorophyta
Nephroselmis	-1057	Nephroselmis_3-5x2_µm	Chlorophyta	Mixotroph	Eukaryota	Archaeplastida	Chlorophyta	Nephroselmidophyceae	Nephroselmidales	Nephroselmidales_X	Nephroselmis	Nephroselmis 3-5x2 µm	Chlorophyta
Nitzschia	50920	Nitzschia_(Slekt)	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Nitzschia	Nitzschia (Slekt)	Diatoms
Nitzschia	117745	Nitzschia_(Slekt)	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Nitzschia	Nitzschia (Slekt)	Diatoms
Nitzschia	-889	Nitzschia_10x120-180_µm	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Nitzschia	Nitzschia 10x120-180 µm	Diatoms
Nitzschia	-890	Nitzschia_13x45-55_µm	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Nitzschia	Nitzschia 13x45-55 µm	Diatoms
Nitzschia	-891	Nitzschia_3x35-45_µm	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Nitzschia	Nitzschia 3x35-45 µm	Diatoms
Nitzschia	-892	Nitzschia_3x60-80_µm	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Nitzschia	Nitzschia 3x60-80 µm	Diatoms
Nitzschia	-981	Nitzschia_7x45-55_µm	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Nitzschia	Nitzschia 7x45-55 µm	Diatoms
Nitzschia	-893	Nitzschia_8x35-45_µm	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Nitzschia	Nitzschia 8x35-45 µm	Diatoms
Nitzschia	117748	Nitzschia_frigida	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Nitzschia	Nitzschia frigida	Diatoms
Nitzschia	117750	Nitzschia_longissima	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Nitzschia	Nitzschia longissima	Diatoms
Noctiluca_scintillans	118374	Noctiluca_scintillans	Dinoflagellata	Dinoflagellate	Eukaryota	Alveolata	Dinoflagellata	Noctilucophyceae	Noctilucales	Noctilucaceae	Noctiluca	Noctiluca scintillans	Dinoflagellata
Oblea	118483	Oblea_(Slekt)	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Oblea (Slekt)	NA
Oblea	118485	Oblea_rotunda	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Oblea rotunda	NA
Ochromonadales	-663	Ochromonadales_3-5x4-6_µm	Ochrophyta	"NA"	"NA"	"NA"	"NA"	Chrysophyceae	NA	"NA"	"NA"	Ochromonadales 3-5x4-6 µm	Ochrophyta
Ochromonas	117288	Ochromonas_(Slekt)	"NA"	"NA"	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-C	Chlorochromonas	Ochromonas (Slekt)	NA
Ochromonas	-895	Ochromonas_3-5x6-8_µm	Ochrophyta	"NA"	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-C	Chlorochromonas	Ochromonas 3-5x6-8 µm	Ochrophyta
Odontella	117620	Odontella_(Slekt)	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Odontella	Odontella (Slekt)	Diatoms
Odontella_aurita	117621	Odontella_aurita	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Odontella	Odontella aurita	Diatoms
Ollicola	150059	Ollicola_vangoorii	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Ollicola vangoorii	NA
Oocystis	117872	Oocystis_(Slekt)	"NA"	"NA"	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellales_X	Oocystis	Oocystis (Slekt)	NA
Oocystis	-664	Oocystis_3-4x7_µm	Chlorophyta	"NA"	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellales_X	Oocystis	Oocystis 3-4x7 µm	Chlorophyta
Oocystis	-665	Oocystis_4-5x7-8_µm	Chlorophyta	"NA"	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellales_X	Oocystis	Oocystis 4-5x7-8 µm	Chlorophyta
Oocystis	117874	Oocystis_lacustris	"NA"	"NA"	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellales_X	Oocystis	Oocystis lacustris	NA
Ophiaster	117148	Ophiaster_hydroideus	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Ophiaster hydroideus	NA
Oxytoxum	118429	Oxytoxum_(Slekt)	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Oxytoxum (Slekt)	NA
Oxytoxum	-666	Oxytoxum_30-40x20-30_µm	Dinoflagellata	"NA"	"NA"	"NA"	"NA"	Dinophyceae	NA	"NA"	"NA"	Oxytoxum 30-40x20-30 µm	Dinoflagellata
Oxytoxum	118430	Oxytoxum_criophilum	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Oxytoxum criophilum	NA
Oxytoxum	118431	Oxytoxum_gracile	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Oxytoxum gracile	NA
Oxytoxum	151103	Oxytoxum_laticeps	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Oxytoxum laticeps	NA
Oxytoxum	-233869	Oxytoxum_ovum	Dinoflagellata	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Oxytoxum ovum	Dinoflagellata
Oxytoxum	118434	Oxytoxum_variabile	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Oxytoxum variabile	NA
Pachysphaera	118082	Pachysphaera_(Slekt)	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Pachysphaera (Slekt)	NA
Pachysphaera	-1040	Pachysphaera_6-8_µm	Chlorophyta	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Pachysphaera 6-8 µm	Chlorophyta
